0,4.6
1,4.5
2,4.4
3,4.5
4,4.4
5,4.6
6,4.7
7,4.6
8,4.7
9,4.7
10,4.7
11,5.0
12,5
13,4.8
14,5.1
15,4.9
16,5.4
17,5.6
18,5.8
19,6.1
20,6.2
21,6.6
22,6.8
23,7.3
24,7.8
25,8.2
26,8.6
27,8.9
28,9.4
29,9.5
30,9.5
31,9.7
32,9.8
33,10.1
34,9.9
35,9.9
36,9.7
37,9.7
38,9.7
39,9.8
40,9.6
41,9.5
42,9.5
43,9.6
44,9.6
45,9.7
46,9.8
47,9.4
48,9
49,8.9
50,8.8
51,9
52,9.1
53,9.2
